fill	x	y	xmin	xmax	ymin	ymax
#FFFFFF	3.5	2.5	3.375	3.625	2.375	2.625
#494949	2.5	0	2.375	2.625	-0.125	0.125
#000000	1.5	0	1.375	1.625	-0.125	0.125
#494949	2.25	0	2.125	2.375	-0.125	0.125
#C6C6C6	3	2	2.875	3.125	1.875	2.125
#FFFFFF	3.25	2.25	3.125	3.375	2.125	2.375
#3E3E3E	2.5	1	2.375	2.625	0.875	1.125
#FFFFFF	3	0	2.875	3.125	-0.125	0.125
#131313	1.75	0	1.625	1.875	-0.125	0.125
#393939	2	1	1.875	2.125	0.875	1.125
#565656	2.75	1	2.625	2.875	0.875	1.125
#262626	2	0	1.875	2.125	-0.125	0.125
#434343	1.5	1	1.375	1.625	0.875	1.125
#A6A6A6	2.75	1.5	2.625	2.875	1.375	1.625
#393939	2.25	1	2.125	2.375	0.875	1.125
#FFFFFF	2.75	0	2.625	2.875	-0.125	0.125
#C6C6C6	3	1	2.875	3.125	0.875	1.125
#919191	2.75	2	2.625	2.875	1.875	2.125
#FFFFFF	3.25	1	3.125	3.375	0.875	1.125
#FFFFFF	3	1.5	2.875	3.125	1.375	1.625
#FFFFFF	2	1.5	1.875	2.125	1.375	1.625
#5E5E5E	1.75	1	1.625	1.875	0.875	1.125
#FFFFFF	3.5	2	3.375	3.625	1.875	2.125
#919191	2.25	1.5	2.125	2.375	1.375	1.625
#FFFFFF	3.25	1.5	3.125	3.375	1.375	1.625
#FFFFFF	2.5	2	2.375	2.625	1.875	2.125
#FFFFFF	3.25	2	3.125	3.375	1.875	2.125
#0A0A0A	1.25	0	1.125	1.375	-0.125	0.125
#919191	0.75	0	0.625	0.875	-0.125	0.125
#FFFFFF	1.75	1.5	1.625	1.875	1.375	1.625
#737373	1	0	0.875	1.125	-0.125	0.125
#FFFFFF	2.25	2.25	2.125	2.375	2.125	2.375
#C6C6C6	1.25	1	1.125	1.375	0.875	1.125
#FFFFFF	1	1	0.875	1.125	0.875	1.125
#FFFFFF	2.5	1.5	2.375	2.625	1.375	1.625
