group	x	y	clickSelects	showSelected1
34	-32.25	-0.25	12	2500,0
34	-32.25	0.25	12	2500,0
34	-30.25	2.25	12	2500,0
34	-28.75	2.25	12	2500,0
34	-28.25	1.75	12	2500,0
34	-27.75	1.75	12	2500,0
34	-25.75	3.75	12	2500,0
34	-25.25	3.75	12	2500,0
34	-22.75	1.25	12	2500,0
34	-22.75	0.75	12	2500,0
34	-23.25	0.25	12	2500,0
34	-23.75	0.25	12	2500,0
34	-24.75	1.25	12	2500,0
34	-25.25	1.25	12	2500,0
34	-25.75	0.75	12	2500,0
34	-28.25	0.75	12	2500,0
34	-28.75	1.25	12	2500,0
34	-29.25	1.25	12	2500,0
34	-30.75	-0.25	12	2500,0
34	-32.25	-0.25	12	2500,0
322	-29.75	2.25	67	2500,0
322	-29.75	2.75	67	2500,0
322	-27.25	5.25	67	2500,0
322	-26.25	5.25	67	2500,0
322	-25.75	5.75	67	2500,0
322	-25.25	5.75	67	2500,0
322	-21.75	2.25	67	2500,0
322	-21.25	2.25	67	2500,0
322	-20.25	3.25	67	2500,0
322	-19.75	3.25	67	2500,0
322	-18.75	2.25	67	2500,0
322	-17.75	2.25	67	2500,0
322	-17.75	1.75	67	2500,0
322	-18.75	0.75	67	2500,0
322	-22.25	0.75	67	2500,0
322	-25.25	3.75	67	2500,0
322	-25.75	3.75	67	2500,0
322	-27.75	1.75	67	2500,0
322	-28.25	1.75	67	2500,0
322	-28.75	2.25	67	2500,0
322	-29.75	2.25	67	2500,0
372	-26.75	5.25	99	2500,0
372	-26.75	5.75	99	2500,0
372	-24.25	8.25	99	2500,0
372	-23.75	8.25	99	2500,0
372	-21.25	5.75	99	2500,0
372	-20.75	5.75	99	2500,0
372	-18.25	8.25	99	2500,0
372	-16.75	8.25	99	2500,0
372	-16.75	7.25	99	2500,0
372	-16.25	6.75	99	2500,0
372	-16.25	6.25	99	2500,0
372	-16.75	5.75	99	2500,0
372	-17.75	5.75	99	2500,0
372	-19.25	4.25	99	2500,0
372	-19.25	3.75	99	2500,0
372	-18.25	2.75	99	2500,0
372	-18.25	2.25	99	2500,0
372	-18.75	2.25	99	2500,0
372	-19.75	3.25	99	2500,0
372	-20.25	3.25	99	2500,0
372	-21.25	2.25	99	2500,0
372	-21.75	2.25	99	2500,0
372	-25.25	5.75	99	2500,0
372	-25.75	5.75	99	2500,0
372	-26.25	5.25	99	2500,0
372	-26.75	5.25	99	2500,0
39	-23.75	8.25	123	2500,0
39	-23.75	8.75	123	2500,0
39	-7.75	24.75	123	2500,0
39	-7.25	24.75	123	2500,0
39	-5.75	23.25	123	2500,0
39	-5.75	22.25	123	2500,0
39	-5.25	21.75	123	2500,0
39	-5.25	21.25	123	2500,0
39	-6.25	21.25	123	2500,0
39	-7.75	19.75	123	2500,0
39	-7.75	18.75	123	2500,0
39	-11.25	15.25	123	2500,0
39	-12.25	15.25	123	2500,0
39	-13.25	14.25	123	2500,0
39	-13.25	13.25	123	2500,0
39	-16.25	10.25	123	2500,0
39	-17.25	10.25	123	2500,0
39	-17.75	9.75	123	2500,0
39	-17.75	8.75	123	2500,0
39	-20.75	5.75	123	2500,0
39	-21.25	5.75	123	2500,0
39	-23.75	8.25	123	2500,0
191	-7.25	24.75	203	2500,0
191	-7.25	25.25	203	2500,0
191	-1.75	30.75	203	2500,0
191	-1.25	30.75	203	2500,0
191	1.25	28.25	203	2500,0
191	1.25	27.75	203	2500,0
